0,0,0,1,0,0,0.6666666666666666
193,0,0,0,0,0,0.0
3050,0,0,0,0,0,0.0
113,0,0,1,0,0,0.0
1327,0,0,1,0,0,0.2727272727272727
5766,0,1,0,0,0,0.23076923076923078
3423,0,0,0,0,0,0.5454545454545454
653,0,0,0,0,0,0.2777777777777778
1107,0,0,0,0,0,0.2857142857142857
3391,0,1,0,0,0,0.6666666666666666
0,0,0,0,0,0,0.0
697,0,0,0,0,0,0.0
0,0,1,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.5
0,0,0,0,0,0,0.0
1378,0,0,0,0,0,0.0
5876,0,0,0,0,0,0.1724266072092159
6658,0,1,0,0,0,0.2727272727272727
1133,0,1,0,0,0,0.0
598,0,1,0,0,0,0.0
1107,0,0,0,0,0,0.2857142857142857
2631,0,1,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,1,0,0,0,0.24
0,0,0,0,0,0,0.2962962962962963
464,0,1,0,0,0,0.23076923076923078
57,0,0,0,0,0,0.47619047619047616
0,0,1,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,1,0,0,0,0.3
553,0,1,0,0,0,0.0
1907,0,0,0,0,0,0.0
0,0,0,0,0,0,0.46153846153846156
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.3
1304,0,0,0,0,0,0.0
225,0,0,0,0,0,0.0
6243,0,0,0,0,0,0.0
0,0,0,0,0,0,0.2727272727272727
1853,0,0,0,0,0,0.0
2190,0,1,0,0,0,0.0
987,0,0,0,0,0,0.25
1013,0,0,0,0,0,0.0
917,0,0,0,0,0,0.48484848484848486
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
52,0,0,0,0,0,0.2857142857142857
245,0,0,0,0,0,0.23076923076923078
263,0,0,0,0,0,0.0
346,0,0,0,0,0,0.23076923076923078
225,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
301,0,0,0,0,0,0.0
414,0,1,0,0,0,0.0
3081,0,0,0,0,0,0.0
0,0,1,0,0,0,0.0
2309,0,0,0,0,0,0.0
179,0,0,0,0,0,0.0
460,0,1,0,0,0,0.0
1107,0,0,0,0,0,0.2857142857142857
721,0,0,0,0,0,0.0
2235,0,1,0,0,0,0.0
0,0,0,0,0,0,0.0
73,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
2324,0,0,0,0,0,0.2777777777777778
557,0,0,0,0,0,0.47619047619047616
0,0,0,0,0,0,0.0
0,0,0,1,0,0,0.23076923076923078
59,0,0,0,0,0,0.0
1884,0,0,0,0,0,0.26666666666666666
1689,0,0,0,0,0,0.0
798,0,0,0,0,0,0.0
0,0,0,0,0,0,0.23076923076923078
0,0,0,1,0,0,0.0
0,0,1,0,0,0,0.19047619047619047
768,0,1,0,0,0,0.46153846153846156
320,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
576,0,0,0,0,0,0.23333333333333334
406,0,0,0,0,0,0.0
4145,0,1,0,0,0,0.26666666666666666
0,0,0,0,0,0,0.0
3290,0,0,0,0,0,0.0
549,0,0,0,0,0,0.0
665,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
260,0,0,0,0,0,0.0
5777,0,0,0,0,0,0.23076923076923078
0,0,0,0,0,0,0.0
526,0,1,0,0,0,0.25806451612903225
0,0,1,0,0,0,0.24242424242424243
1107,0,0,0,0,0,0.2857142857142857
372,0,0,0,0,0,0.0
8428,0,0,0,0,0,0.0
1569,0,0,0,0,0,0.0
1420,0,0,0,0,0,0.47058823529411764
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,1,0,0,0,0.0
0,0,0,0,0,0,0.0
3591,0,1,1,0,0,0.0
1539,0,0,0,0,0,0.0
734,0,1,0,0,0,0.35714285714285715
1937,0,1,0,0,0,0.29411764705882354
1028,0,1,0,0,0,0.0
4450,0,1,0,0,0,0.25
3722,0,1,0,0,0,0.0
3634,0,1,0,0,0,0.0
3629,0,0,0,0,0,0.5714285714285714
594,0,0,0,0,0,0.2857142857142857
344,0,1,0,0,0,0.0
2070,0,1,0,0,0,0.24
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
9032,0,1,1,0,0,0.0
0,0,0,0,0,0,0.0
0,0,1,0,0,0,0.0
1107,0,0,0,0,0,0.2857142857142857
0,0,0,0,0,0,0.22727272727272727
3417,0,0,0,0,0,0.5488721804511278
0,0,0,0,0,0,0.0
7361,0,1,0,0,0,0.2857142857142857
59,0,0,0,0,0,0.0
80,0,0,0,0,0,0.25
1638,0,0,0,0,0,0.0
1844,0,0,0,0,0,0.0
372,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
544,0,1,0,0,0,0.25
3312,0,1,0,0,0,0.25925925925925924
1932,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,1,0,0,0,0.0
0,0,0,0,0,0,0.0
68,0,0,0,0,0,0.0
158,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
359,0,0,0,0,0,0.0
3081,0,0,0,0,0,0.26666666666666666
0,0,0,0,0,0,0.0
120,0,1,0,0,0,0.0
1719,0,0,0,0,0,0.0
5414,0,1,0,0,0,0.23076923076923078
1910,0,0,0,0,0,0.20512820512820515
667,0,0,1,0,0,0.0
0,0,0,0,0,0,0.2857142857142857
0,0,0,0,0,0,0.33398692810457514
166,0,1,0,0,0,0.23529411764705882
6636,0,0,0,0,0,0.25
0,0,1,0,0,0,0.5
0,0,1,0,0,0,0.0
59,0,0,0,0,0,0.0
5114,0,0,0,0,0,0.0
0,0,1,0,0,0,0.24
0,0,1,0,0,0,0.5714285714285714
4086,0,0,0,0,0,0.21726190476190477
1282,0,0,0,0,0,0.2857142857142857
0,0,0,0,0,0,0.0
0,0,1,0,0,0,0.4752941176470588
1809,0,0,0,0,0,0.35714285714285715
1191,0,0,0,0,0,0.26666666666666666
0,0,1,0,0,0,0.25
5630,0,0,0,0,0,0.23076923076923078
603,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.6666666666666666
0,0,1,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,1,0,0,0,0.0
1306,0,0,0,0,0,0.0
1282,0,0,0,0,0,0.2857142857142857
524,0,0,0,0,0,0.0
5466,0,1,0,0,0,0.2857142857142857
2332,0,1,0,0,0,0.23529411764705882
0,0,0,0,0,0,0.0
611,0,0,0,0,0,0.625
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.5
51,0,0,0,0,0,0.0
0,0,1,0,0,0,0.23076923076923078
939,0,0,0,0,0,0.2727272727272727
3059,0,0,0,0,0,0.5
0,0,1,0,0,0,0.0
57,0,0,0,0,0,0.23076923076923078
4817,0,1,0,0,0,0.0
373,0,0,0,0,0,0.0
8408,0,1,0,0,0,0.0
2949,0,0,0,0,0,0.26666666666666666
252,0,1,0,0,0,0.5384615384615384
7804,0,1,0,0,0,0.5
0,0,0,0,0,0,0.0
154,0,0,0,0,0,0.0
1220,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
373,0,0,0,0,0,0.0
4203,0,0,0,0,0,0.5555555555555556
0,0,1,0,0,0,0.5714285714285714
0,0,0,0,0,0,0.0
70,0,1,0,0,0,0.5263157894736842
4343,0,0,0,0,0,0.5
1437,0,0,0,0,0,0.22580645161290322
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.30434782608695654
61,0,0,0,0,0,0.2631578947368421
2809,0,0,0,0,0,0.0
318,0,0,0,0,0,0.25
3257,0,1,1,0,0,0.5454545454545454
1165,0,0,0,0,0,0.0
3588,0,1,0,0,0,0.25
3081,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
192,0,1,0,0,0,0.25
0,0,1,0,0,0,0.46153846153846156
0,0,0,1,0,0,0.25
1198,0,1,0,0,0,0.0
0,0,0,1,0,0,0.0
1896,0,0,0,0,0,0.23529411764705882
8921,0,1,1,0,0,0.3076923076923077
0,0,0,0,0,0,0.0
1304,0,1,0,0,0,0.5
1051,0,0,0,0,0,0.0
57,0,0,0,0,0,0.3225806451612903
4343,0,0,0,0,0,0.5
2052,0,0,0,0,0,0.47619047619047616
925,0,0,0,0,0,0.23076923076923078
1324,0,1,0,0,0,0.5217391304347826
3113,0,1,0,0,0,0.22727272727272727
360,0,0,0,0,0,0.16
120,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
3395,0,0,0,0,0,0.2857142857142857
1479,0,0,0,0,0,0.0
2282,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,1,1,0,0,0.2727272727272727
313,0,0,0,0,0,0.3294186205950912
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.2727272727272727
0,0,1,0,0,0,0.0
1581,0,0,0,0,0,0.47619047619047616
4524,0,0,0,0,0,0.5
49,0,0,0,0,0,0.0
2031,0,0,0,0,0,0.24242424242424243
3452,0,1,0,0,0,0.3125
1021,0,0,0,0,0,0.0
2794,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
0,0,0,0,0,0,0.25
139,0,0,0,0,0,0.2631578947368421
0,0,0,0,0,0,0.46153846153846156
360,0,0,0,0,0,0.16
56,0,1,0,0,0,0.0
0,0,1,0,0,0,0.5
4159,0,0,0,0,0,0.22727272727272727
0,0,1,0,0,0,0.5454545454545454
47,0,0,0,0,0,0.0
0,0,0,0,0,0,0.0
459,0,0,0,0,0,0.47058823529411764
3627,0,0,0,0,0,0.0
9032,0,1,1,0,0,0.25
0,0,1,0,0,0,0.25
489,0,1,0,0,0,0.25
0,0,1,0,0,0,0.5357142857142857
955,0,1,0,0,0,0.26666666666666666
1319,0,0,0,0,0,0.0
4767,0,1,0,0,0,0.0
633,0,0,0,0,0,0.2857142857142857
0,0,1,0,0,0,0.0
